1,214
1,221
2,215
2,214
3,215
3,214
4,209
4,220
5,209
5,240
6,269
6,255
7,237
7,221
8,230
8,202
9,230
9,202
10,201
10,221
11,201
11,221
12,261
12,235
13,201
13,236
14,201
14,236
15,260
15,224
16,219
16,221
17,210
17,239
18,255
18,239
19,221
19,219
20,202
20,219
21,211
21,219
22,211
22,239
23,236
23,225
24,202
24,225
25,205
25,219
26,250
26,206
27,220
27,216
28,228
28,216
29,202
29,236
30,202
30,236
31,224
31,202
32,211
32,236
33,224
33,236
34,224
34,266
35,222
35,234
36,249
36,234
37,219
37,209
38,238
38,269
39,222
39,238
40,222
40,238
41,219
41,202
42,210
42,202
43,215
43,225
44,215
44,225
45,215
45,225
46,220
46,201
47,261
47,200
48,201
48,235
49,260
49,235
50,233
50,220
51,203
51,233
52,220
52,202
53,220
53,238
54,230
54,234
55,230
55,235
56,208
56,220
57,207
57,243
58,209
58,202
59,240
59,278
60,237
60,216
61,237
61,216
62,237
62,241
63,234
63,249
64,226
64,235
65,226
65,235
66,241
66,208
67,207
67,208
68,229
68,243
69,214
69,225
70,271
70,225
71,215
71,225
72,237
72,236
73,225
73,224
74,227
74,221
75,227
75,233
76,227
76,233
77,221
77,209
78,207
78,269
79,230
79,235
80,230
80,235
81,206
81,205
82,206
82,249
83,255
83,200
84,211
84,219
85,238
85,239
86,217
86,212
87,218
87,266
88,224
88,233
89,260
89,224
90,217
90,221
91,218
91,217
92,212
92,263
93,213
93,263
94,203
94,264
95,227
95,221
96,222
96,235
97,234
97,235
98,237
98,216
99,237
99,228
100,206
100,221
101,206
101,250
102,235
102,271
103,271
103,274
104,233
104,241
105,233
105,241
106,207
106,241
107,229
107,243
108,212
108,234
109,221
109,260
110,221
110,260
111,233
111,241
112,233
112,241
113,222
113,234
114,214
114,260
115,233
115,207
116,230
116,237
117,230
117,204
118,211
118,216
119,211
119,224
120,221
120,230
121,281
121,230
122,235
122,234
123,200
123,255
124,218
124,235
125,205
125,207
126,209
126,208
127,241
127,201
128,221
128,234
129,231
130,202
130,253
131,218
131,230
132,242
133,219
133,221
134,230
135,205
135,250
136,209
136,269
137,249
137,281
138,230
138,216
139,216
139,230
140,220
140,216
141,216
141,241
142,239
142,202
143,234
143,212
144,218
145,249
146,269
147,204
147,266
148,204
148,266
149,253
149,239
150,226
150,235
151,222
152,214
152,221
153,215
153,221
154,215
154,214
155,209
155,221
156,209
156,221
157,209
157,213
158,230
158,220
159,230
159,220
160,230
160,202
161,220
161,219
162,219
162,203
163,238
163,211
164,210
164,274
165,221
165,201
166,261
166,201
167,236
167,201
168,236
168,260
169,255
169,202
170,237
170,206
171,230
171,249
172,205
173,222
173,234
174,222
174,238
175,281
175,211
176,274
176,281
177,211
177,219
178,255
178,238
179,221
179,205
180,221
180,249
181,249
181,250
182,215
182,225
183,221
183,237
184,241
184,237
185,227
185,243
186,216
186,237
187,221
187,271
188,221
188,271
189,260
189,271
190,220
190,263
191,215
191,223
192,215
192,271
193,219
193,210
194,230
194,216
195,230
195,216
196,235
196,234
197,238
197,278
198,211
198,238
199,230
199,235
200,263
200,264
201,281
202,243
202,231
203,221
203,235
204,221
204,201
205,201
205,261
206,202
206,263
207,200
207,210
208,266
208,253
209,221
209,202
210,202
210,278
211,236
211,230
212,229
212,200
213,261
213,227
214,243
214,261
215,217
215,238
216,220
216,212
217,228
217,243
218,209
218,227
219,209
219,227
220,221
220,244
221,217
221,244
222,221
222,237
223,230
223,216
224,230
224,216
225,217
225,219
226,237
226,210
227,239
227,255
228,238
228,209
229,278
229,240
230,230
230,204
231,221
231,241
232,221
232,243
233,281
233,249
234,221
234,234
235,221
236,241
236,221
237,241
237,243
238,244
238,222
239,205
239,207
240,209
240,208
241,221
241,234
242,222
242,234
243,205
243,250
244,269
244,240
245,274
245,278
246,202
246,241
247,202
247,241
248,202
248,266
249,274
249,253
250,274
250,239
251,235
251,249
